"INDICATOR_SEQ","PARENT_SEQ","AGENCY_NAME","INDICATOR_NAME","DESCRIPTION","CATEGORY","FREQUENCY","DESIRED_CHANGE","INDICATOR_UNIT","DECIMAL_PLACES","PERIOD_YEAR","PERIOD_MONTH","YTD_TARGET","YTD_ACTUAL","MONTHLY_TARGET","MONTHLY_ACTUAL"
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2009,3,105000.00,119722.00,105000.00,120846.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2009,4,105000.00,126286.00,105000.00,150354.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2009,5,105000.00,131973.00,105000.00,160553.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2009,6,105000.00,131670.00,105000.00,130246.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2009,7,105000.00,133034.00,105000.00,141309.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2009,8,105000.00,136782.00,105000.00,169521.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2009,9,105000.00,138776.00,105000.00,157224.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2009,10,105000.00,142388.00,105000.00,184696.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2009,11,105000.00,146075.00,105000.00,198999.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2009,12,105000.00,145703.00,105000.00,141863.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2010,1,110000.00,159257.00,110000.00,159257.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2010,2,110000.00,157792.00,110000.00,156249.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2010,3,110000.00,168416.00,110000.00,192163.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2010,4,110000.00,157018.00,110000.00,130898.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2010,5,110000.00,158580.00,110000.00,165077.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2010,6,110000.00,158667.00,110000.00,159091.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2010,7,110000.00,154512.00,110000.00,134085.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2010,8,110000.00,152129.00,110000.00,137413.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2010,9,110000.00,150681.00,110000.00,139823.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2010,10,110000.00,151513.00,110000.00,159700.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2010,11,110000.00,149666.00,110000.00,132759.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2010,12,110000.00,149651.00,110000.00,149482.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2011,1,150000.00,198157.00,150000.00,198157.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2011,2,150000.00,167844.00,150000.00,143749.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2011,3,150000.00,170715.00,150000.00,176297.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2011,4,150000.00,183825.00,150000.00,239409.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2011,5,150000.00,182109.00,150000.00,175687.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2011,6,150000.00,181222.00,150000.00,177013.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2011,7,150000.00,178037.00,150000.00,161192.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2011,8,150000.00,174653.00,150000.00,154432.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2011,9,150000.00,175803.00,150000.00,184969.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2011,10,150000.00,171298.00,150000.00,139152.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2011,11,150000.00,170967.00,150000.00,167679.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2011,12,150000.00,169724.00,150000.00,157472.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2012,1,150000.00,154759.00,150000.00,154759.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2012,2,150000.00,174038.00,150000.00,200631.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2012,3,150000.00,188396.00,150000.00,223778.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2012,4,150000.00,191372.00,150000.00,200997.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2012,5,150000.00,195190.00,150000.00,211353.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2012,6,150000.00,193907.00,150000.00,187799.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2012,7,150000.00,188374.00,150000.00,161419.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2012,8,150000.00,188292.00,150000.00,187756.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2012,9,150000.00,191237.00,150000.00,220036.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2012,10,150000.00,191851.00,150000.00,197801.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2012,11,150000.00,195050.00,150000.00,252099.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2012,12,150000.00,194382.00,150000.00,187520.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2013,1,152000.00,180565.00,152000.00,180565.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2013,2,152000.00,180468.00,152000.00,180360.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2013,3,152000.00,186045.00,152000.00,197548.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2013,4,152000.00,191801.00,152000.00,210603.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2013,5,152000.00,201749.00,152000.00,250724.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2013,6,152000.00,202972.00,152000.00,209246.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2013,7,152000.00,201581.00,152000.00,194053.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2013,8,152000.00,197449.00,152000.00,173746.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2013,9,152000.00,205313.00,152000.00,301182.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2013,10,152000.00,209768.00,152000.00,257230.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2013,11,152000.00,208999.00,152000.00,201478.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2013,12,152000.00,205890.00,152000.00,177829.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2014,1,153000.00,220676.00,153000.00,220676.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2014,2,153000.00,201991.00,153000.00,185059.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2014,3,153000.00,203184.00,153000.00,205457.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2014,4,153000.00,215333.00,153000.00,260526.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2014,5,153000.00,201550.00,153000.00,161883.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2014,6,153000.00,197376.00,153000.00,179439.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2014,7,153000.00,195588.00,153000.00,186118.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2014,8,153000.00,196861.00,153000.00,205848.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2014,9,153000.00,200501.00,153000.00,235077.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2014,10,153000.00,202445.00,153000.00,220887.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2014,11,153000.00,206149.00,153000.00,254296.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2014,12,153000.00,206226.00,153000.00,207048.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2015,1,176000.00,179211.00,176000.00,179211.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2015,2,176000.00,173857.00,176000.00,168354.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2015,3,176000.00,185018.00,176000.00,210480.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2015,4,176000.00,204633.00,176000.00,298248.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2015,5,176000.00,215714.00,176000.00,274355.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2015,6,176000.00,207953.00,176000.00,177112.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2015,7,176000.00,206769.00,176000.00,200373.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2015,8,176000.00,205021.00,176000.00,193837.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2015,9,176000.00,200860.00,176000.00,172498.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2015,10,176000.00,201211.00,176000.00,204370.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2015,11,176000.00,205672.00,176000.00,267014.00
20439,20438,"Long Island Rail Road","Mean Distance Between Failures","Average number of miles a railcar travels before a  mechanical failure makes the train arrive at its final destination later than 5 minutes and 59 seconds.","Service Indicators","M","U","-",0,2015,12,176000.00,208383.00,176000.00,242651.00
20537,0,"Long Island Rail Road","Total Ridership","The number of passengers from whom the agency receives a fare (cash, train tickets, time-based passes, etc.) Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.","Service Indicators","M","U","-",0,2008,1,7162457.00,7078442.00,7162457.00,7078442.00
20537,0,"Long Island Rail Road","Total Ridership","The number of passengers from whom the agency receives a fare (cash, train tickets, time-based passes, etc.) Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.","Service Indicators","M","U","-",0,2008,2,13854804.00,13695354.00,6692347.00,6616912.00
20537,0,"Long Island Rail Road","Total Ridership","The number of passengers from whom the agency receives a fare (cash, train tickets, time-based passes, etc.) Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.","Service Indicators","M","U","-",0,2008,3,21010184.00,20844680.00,7155380.00,7149326.00
20537,0,"Long Island Rail Road","Total Ridership","The number of passengers from whom the agency receives a fare (cash, train tickets, time-based passes, etc.) Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.","Service Indicators","M","U","-",0,2008,4,28276023.00,28104528.00,7265839.00,7259848.00
20537,0,"Long Island Rail Road","Total Ridership","The number of passengers from whom the agency receives a fare (cash, train tickets, time-based passes, etc.) Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.","Service Indicators","M","U","-",0,2008,5,35432312.00,35410626.00,7156289.00,7306098.00
20537,0,"Long Island Rail Road","Total Ridership","The number of passengers from whom the agency receives a fare (cash, train tickets, time-based passes, etc.) Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.","Service Indicators","M","U","-",0,2008,6,42845798.00,43040401.00,7413486.00,7629775.00
20537,0,"Long Island Rail Road","Total Ridership","The number of passengers from whom the agency receives a fare (cash, train tickets, time-based passes, etc.) Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.","Service Indicators","M","U","-",0,2008,7,50440375.00,50969628.00,7594577.00,7929227.00
20537,0,"Long Island Rail Road","Total Ridership","The number of passengers from whom the agency receives a fare (cash, train tickets, time-based passes, etc.) Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.","Service Indicators","M","U","-",0,2008,8,57857008.00,58524826.00,7416633.00,7555198.00
20537,0,"Long Island Rail Road","Total Ridership","The number of passengers from whom the agency receives a fare (cash, train tickets, time-based passes, etc.) Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.","Service Indicators","M","U","-",0,2008,9,65221023.00,65842196.00,7364015.00,7317370.00
20537,0,"Long Island Rail Road","Total Ridership","The number of passengers from whom the agency receives a fare (cash, train tickets, time-based passes, etc.) Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.","Service Indicators","M","U","-",0,2008,10,72868486.00,73418703.00,7647463.00,7576507.00
20537,0,"Long Island Rail Road","Total Ridership","The number of passengers from whom the agency receives a fare (cash, train tickets, time-based passes, etc.) Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.","Service Indicators","M","U","-",0,2008,11,79685679.00,79983782.00,6817193.00,6565079.00
20537,0,"Long Island Rail Road","Total Ridership","The number of passengers from whom the agency receives a fare (cash, train tickets, time-based passes, etc.) Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.","Service Indicators","M","U","-",0,2008,12,87229679.00,87358476.00,7544000.00,7374694.00
20537,0,"Long Island Rail Road","Total Ridership","The number of passengers from whom the agency receives a fare (cash, train tickets, time-based passes, etc.) Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.","Service Indicators","M","U","-",0,2009,1,6694107.00,6635505.00,6694107.00,6635505.00
20537,0,"Long Island Rail Road","Total Ridership","The number of passengers from whom the agency receives a fare (cash, train tickets, time-based passes, etc.) Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.","Service Indicators","M","U","-",0,2009,2,12871144.00,12722143.00,6177037.00,6086638.00
20537,0,"Long Island Rail Road","Total Ridership","The number of passengers from whom the agency receives a fare (cash, train tickets, time-based passes, etc.) Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.","Service Indicators","M","U","-",0,2009,3,20061648.00,19729583.00,7190504.00,7007440.00
20537,0,"Long Island Rail Road","Total Ridership","The number of passengers from whom the agency receives a fare (cash, train tickets, time-based passes, etc.) Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.","Service Indicators","M","U","-",0,2009,4,27230996.00,26772343.00,7169348.00,7042760.00
20537,0,"Long Island Rail Road","Total Ridership","The number of passengers from whom the agency receives a fare (cash, train tickets, time-based passes, etc.) Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.","Service Indicators","M","U","-",0,2009,5,34259923.00,33567080.00,7028927.00,6794737.00
20537,0,"Long Island Rail Road","Total Ridership","The number of passengers from whom the agency receives a fare (cash, train tickets, time-based passes, etc.) Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.","Service Indicators","M","U","-",0,2009,6,41826243.00,41045502.00,7566320.00,7478422.00
20537,0,"Long Island Rail Road","Total Ridership","The number of passengers from whom the agency receives a fare (cash, train tickets, time-based passes, etc.) Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.","Service Indicators","M","U","-",0,2009,7,49245410.00,48331797.00,7419167.00,7286295.00
20537,0,"Long Island Rail Road","Total Ridership","The number of passengers from whom the agency receives a fare (cash, train tickets, time-based passes, etc.) Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.","Service Indicators","M","U","-",0,2009,8,56490010.00,55486145.00,7244600.00,7154348.00
20537,0,"Long Island Rail Road","Total Ridership","The number of passengers from whom the agency receives a fare (cash, train tickets, time-based passes, etc.) Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.","Service Indicators","M","U","-",0,2009,9,63707409.00,62418270.00,7217399.00,6932125.00
20537,0,"Long Island Rail Road","Total Ridership","The number of passengers from whom the agency receives a fare (cash, train tickets, time-based passes, etc.) Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.","Service Indicators","M","U","-",0,2009,10,71073328.00,69415947.00,7365919.00,6997677.00
20537,0,"Long Island Rail Road","Total Ridership","The number of passengers from whom the agency receives a fare (cash, train tickets, time-based passes, etc.) Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.","Service Indicators","M","U","-",0,2009,11,77920345.00,75948619.00,6847017.00,6532672.00
20537,0,"Long Island Rail Road","Total Ridership","The number of passengers from whom the agency receives a fare (cash, train tickets, time-based passes, etc.) Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.","Service Indicators","M","U","-",0,2009,12,85314822.00,82950847.00,7394477.00,7002228.00
20537,0,"Long Island Rail Road","Total Ridership","The number of passengers from whom the agency receives a fare (cash, train tickets, time-based passes, etc.) Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.","Service Indicators","M","U","-",0,2010,1,6242814.00,6247660.00,6242814.00,6247660.00
20537,0,"Long Island Rail Road","Total Ridership","The number of passengers from whom the agency receives a fare (cash, train tickets, time-based passes, etc.) Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.","Service Indicators","M","U","-",0,2010,2,12179513.00,12059212.00,5936699.00,5811552.00
20537,0,"Long Island Rail Road","Total Ridership","The number of passengers from whom the agency receives a fare (cash, train tickets, time-based passes, etc.) Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.","Service Indicators","M","U","-",0,2010,3,19194240.00,19066361.00,7014727.00,7007149.00
20537,0,"Long Island Rail Road","Total Ridership","The number of passengers from whom the agency receives a fare (cash, train tickets, time-based passes, etc.) Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.","Service Indicators","M","U","-",0,2010,4,26017041.00,25997647.00,6822801.00,6931286.00
20537,0,"Long Island Rail Road","Total Ridership","The number of passengers from whom the agency receives a fare (cash, train tickets, time-based passes, etc.) Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.","Service Indicators","M","U","-",0,2010,5,32687988.00,32741411.00,6670947.00,6743764.00
